date;location_key;new_hospitalized_patients;cumulative_hospitalized_patients;current_hospitalized_patients;new_intensive_care_patients;cumulative_intensive_care_patients;current_intensive_care_patients;new_ventilator_patients;cumulative_ventilator_patients;current_ventilator_patients
07/09/2021;BE;82;78342;702;;;226;;;118
08/09/2021;BE;64;78406;704;;;220;;;120
09/09/2021;BE;64;78470;709;;;217;;;114
10/09/2021;BE;61;78531;703;;;228;;;116
11/09/2021;BE;47;78578;675;;;219;;;118
12/09/2021;BE;42;78620;681;;;218;;;123
13/09/2021;BE;58;78678;702;;;224;;;116
14/09/2021;BE;77;78755;699;;;219;;;119
15/09/2021;BE;62;78817;683;;;215;;;116
16/09/2021;BE;77;78894;703;;;220;;;119
17/09/2021;BE;56;78950;713;;;213;;;121
18/09/2021;BE;57;79007;696;;;213;;;129
19/09/2021;BE;43;79050;709;;;215;;;128
20/09/2021;BE;46;79096;727;;;222;;;128
21/09/2021;BE;60;79156;684;;;214;;;126
22/09/2021;BE;61;79217;688;;;217;;;129
23/09/2021;BE;65;79282;691;;;216;;;123
24/09/2021;BE;32;79314;662;;;209;;;121
25/09/2021;BE;52;79366;646;;;196;;;115
26/09/2021;BE;39;79405;667;;;202;;;115
27/09/2021;BE;55;79460;700;;;206;;;118
28/09/2021;BE;72;79532;702;;;207;;;112
29/09/2021;BE;66;79598;699;;;217;;;118
30/09/2021;BE;64;79662;714;;;213;;;119
01/10/2021;BE;62;79724;703;;;204;;;114
02/10/2021;BE;63;79787;697;;;203;;;124
03/10/2021;BE;44;79831;704;;;197;;;124
04/10/2021;BE;42;79873;734;;;211;;;117
05/10/2021;BE;75;79948;748;;;210;;;121
06/10/2021;BE;62;80010;730;;;209;;;118
07/10/2021;BE;54;80064;733;;;195;;;114
08/10/2021;BE;64;80128;725;;;204;;;113
09/10/2021;BE;53;80181;692;;;196;;;114
10/10/2021;BE;41;80222;706;;;193;;;111
11/10/2021;BE;50;80272;744;;;197;;;115
12/10/2021;BE;70;80342;766;;;201;;;112
13/10/2021;BE;70;80412;782;;;201;;;104
14/10/2021;BE;78;80490;793;;;193;;;103
15/10/2021;BE;61;80551;824;;;190;;;105
16/10/2021;BE;97;80648;832;;;202;;;117
17/10/2021;BE;59;80707;856;;;209;;;117
18/10/2021;BE;82;80789;919;;;232;;;122
19/10/2021;BE;107;80896;947;;;230;;;120
20/10/2021;BE;130;81026;997;;;240;;;123
21/10/2021;BE;121;81147;1038;;;232;;;121
22/10/2021;BE;126;81273;1115;;;251;;;116
23/10/2021;BE;114;81387;1121;;;246;;;114
24/10/2021;BE;94;81481;1175;;;256;;;118
25/10/2021;BE;122;81603;1302;;;264;;;121
26/10/2021;BE;158;81761;1325;;;260;;;124
27/10/2021;BE;158;81919;1392;;;256;;;115
28/10/2021;BE;150;82069;1435;;;257;;;118
29/10/2021;BE;185;82254;1544;;;277;;;117
30/10/2021;BE;187;82441;1564;;;298;;;127
31/10/2021;BE;112;82553;1626;;;305;;;130
01/11/2021;BE;125;82678;1698;;;324;;;143
02/11/2021;BE;168;82846;1803;;;337;;;154
03/11/2021;BE;237;83083;1866;;;343;;;163
04/11/2021;BE;201;83284;1909;;;363;;;171
05/11/2021;BE;179;83463;1939;;;384;;;184
06/11/2021;BE;178;83641;1882;;;379;;;186
07/11/2021;BE;154;83795;1955;;;391;;;196
08/11/2021;BE;175;83970;2078;;;418;;;212
09/11/2021;BE;260;84230;2152;;;434;;;216
10/11/2021;BE;291;84521;2279;;;451;;;234
11/11/2021;BE;227;84748;2308;;;471;;;247
12/11/2021;BE;177;84925;2407;;;487;;;250
13/11/2021;BE;283;85208;2407;;;489;;;243
14/11/2021;BE;209;85417;2496;;;507;;;254
15/11/2021;BE;209;85626;2667;;;540;;;274
16/11/2021;BE;288;85914;2709;;;557;;;292
17/11/2021;BE;318;86232;2839;;;568;;;297
18/11/2021;BE;295;86527;2897;;;577;;;301
19/11/2021;BE;312;86839;2990;;;603;;;313
20/11/2021;BE;294;87133;3005;;;618;;;323
21/11/2021;BE;251;87384;3173;;;632;;;341
22/11/2021;BE;243;87627;3325;;;654;;;351
23/11/2021;BE;369;87996;3367;;;657;;;366
24/11/2021;BE;344;88340;3439;;;659;;;367
25/11/2021;BE;354;88694;3489;;;669;;;365
26/11/2021;BE;323;89017;3493;;;682;;;381
27/11/2021;BE;322;89339;3441;;;696;;;375
28/11/2021;BE;245;89584;3546;;;722;;;384
29/11/2021;BE;277;89861;3698;;;760;;;397
30/11/2021;BE;386;90247;3750;;;780;;;402
01/12/2021;BE;350;90597;3729;;;793;;;403
02/12/2021;BE;325;90922;3708;;;821;;;412
03/12/2021;BE;298;91220;3613;;;804;;;424
04/12/2021;BE;312;91532;3534;;;804;;;427
05/12/2021;BE;226;91758;3579;;;809;;;433
06/12/2021;BE;208;91966;3662;;;817;;;440
07/12/2021;BE;332;92298;3554;;;815;;;437
08/12/2021;BE;295;92593;3513;;;825;;;433
09/12/2021;BE;309;92902;3448;;;827;;;435
10/12/2021;BE;292;93194;3364;;;838;;;451
11/12/2021;BE;265;93459;3281;;;839;;;451
12/12/2021;BE;207;93666;3288;;;827;;;449
13/12/2021;BE;186;93852;3382;;;838;;;434
14/12/2021;BE;288;94140;3262;;;815;;;451
15/12/2021;BE;231;94371;3120;;;804;;;442
16/12/2021;BE;186;94557;2970;;;789;;;431
17/12/2021;BE;179;94736;2833;;;761;;;432
18/12/2021;BE;175;94911;2648;;;766;;;435
19/12/2021;BE;130;95041;2619;;;743;;;428
20/12/2021;BE;141;95182;2645;;;730;;;421
21/12/2021;BE;171;95353;2452;;;709;;;416
22/12/2021;BE;170;95523;2322;;;692;;;405
23/12/2021;BE;146;95669;2198;;;660;;;391
24/12/2021;BE;125;95794;2052;;;651;;;381
25/12/2021;BE;134;95928;1923;;;640;;;386
26/12/2021;BE;109;96037;1945;;;629;;;370
27/12/2021;BE;95;96132;1960;;;613;;;367
28/12/2021;BE;169;96301;1901;;;580;;;348
29/12/2021;BE;146;96447;1868;;;564;;;337
30/12/2021;BE;164;96611;1806;;;537;;;319
31/12/2021;BE;159;96770;1761;;;532;;;305
01/01/2022;BE;154;96924;1704;;;513;;;302
02/01/2022;BE;150;97074;1764;;;508;;;300
03/01/2022;BE;151;97225;1865;;;520;;;296
04/01/2022;BE;217;97442;1894;;;503;;;282
05/01/2022;BE;191;97633;1884;;;471;;;273
06/01/2022;BE;180;97813;1879;;;473;;;263
07/01/2022;BE;189;98002;1892;;;464;;;260
08/01/2022;BE;201;98203;1857;;;438;;;254
09/01/2022;BE;156;98359;1887;;;442;;;258
10/01/2022;BE;140;98499;1962;;;439;;;244
11/01/2022;BE;199;98698;1998;;;450;;;259
12/01/2022;BE;209;98907;2022;;;423;;;247
13/01/2022;BE;189;99096;2040;;;406;;;237
14/01/2022;BE;234;99330;2106;;;404;;;228
15/01/2022;BE;266;99596;2092;;;393;;;227
16/01/2022;BE;163;99759;2178;;;391;;;221
17/01/2022;BE;176;99935;2323;;;396;;;217
18/01/2022;BE;296;100231;2416;;;389;;;201
19/01/2022;BE;310;100541;2570;;;388;;;198
20/01/2022;BE;346;100887;2732;;;367;;;191
21/01/2022;BE;344;101231;2851;;;364;;;176
22/01/2022;BE;318;101549;2909;;;359;;;172
23/01/2022;BE;278;101827;3039;;;361;;;170
24/01/2022;BE;309;102136;3299;;;371;;;176
25/01/2022;BE;413;102549;3438;;;366;;;172
26/01/2022;BE;347;102896;3583;;;353;;;170
27/01/2022;BE;412;103308;3695;;;359;;;173
28/01/2022;BE;417;103725;3824;;;367;;;175
29/01/2022;BE;360;104085;3746;;;376;;;173
30/01/2022;BE;265;104350;3839;;;387;;;166
31/01/2022;BE;335;104685;4081;;;406;;;180
01/02/2022;BE;424;105109;4160;;;419;;;177
02/02/2022;BE;363;105472;4212;;;432;;;175
03/02/2022;BE;391;105863;4239;;;431;;;174
04/02/2022;BE;338;106201;4252;;;428;;;186
05/02/2022;BE;307;106508;4008;;;415;;;184
06/02/2022;BE;286;106794;4141;;;429;;;177
07/02/2022;BE;294;107088;4329;;;440;;;191
08/02/2022;BE;301;107389;4187;;;433;;;194
09/02/2022;BE;295;107684;4086;;;430;;;189
10/02/2022;BE;263;107947;3922;;;403;;;185
11/02/2022;BE;321;108268;3843;;;397;;;186
12/02/2022;BE;282;108550;3599;;;381;;;183
13/02/2022;BE;202;108752;3632;;;371;;;175
14/02/2022;BE;160;108912;3654;;;380;;;175
15/02/2022;BE;303;109215;3504;;;364;;;168
16/02/2022;BE;242;109457;3350;;;352;;;162
17/02/2022;BE;213;109670;3253;;;350;;;156
18/02/2022;BE;200;109870;3131;;;338;;;142
19/02/2022;BE;202;110072;2931;;;330;;;130
20/02/2022;BE;148;110220;2914;;;315;;;133
21/02/2022;BE;160;110380;3000;;;315;;;136
22/02/2022;BE;194;110574;2817;;;285;;;127
23/02/2022;BE;186;110760;2720;;;289;;;125
24/02/2022;BE;166;110926;2602;;;269;;;124
25/02/2022;BE;148;111074;2503;;;250;;;115
26/02/2022;BE;114;111188;2322;;;231;;;110
27/02/2022;BE;83;111271;2291;;;241;;;113
28/02/2022;BE;112;111383;2322;;;240;;;113
01/03/2022;BE;160;111543;2187;;;224;;;105
02/03/2022;BE;168;111711;2130;;;214;;;105
03/03/2022;BE;144;111855;2108;;;227;;;106
04/03/2022;BE;151;112006;2051;;;217;;;104
05/03/2022;BE;129;112135;1921;;;212;;;92
06/03/2022;BE;121;112256;1980;;;208;;;92
07/03/2022;BE;116;112372;2069;;;206;;;91
08/03/2022;BE;174;112546;2008;;;197;;;91
09/03/2022;BE;162;112708;2010;;;192;;;85
10/03/2022;BE;150;112858;1970;;;185;;;83
11/03/2022;BE;160;113018;1938;;;178;;;80
12/03/2022;BE;160;113178;1922;;;178;;;75
13/03/2022;BE;102;113280;1999;;;175;;;78
14/03/2022;BE;162;113442;2145;;;178;;;75
15/03/2022;BE;200;113642;2218;;;181;;;77
16/03/2022;BE;190;113832;2248;;;177;;;64
17/03/2022;BE;169;114001;2263;;;173;;;65
18/03/2022;BE;204;114205;2280;;;171;;;58
19/03/2022;BE;158;114363;2222;;;170;;;64
20/03/2022;BE;143;114506;2320;;;176;;;67
21/03/2022;BE;145;114651;2435;;;179;;;68
22/03/2022;BE;231;114882;2511;;;180;;;68
23/03/2022;BE;234;115116;2590;;;172;;;72
24/03/2022;BE;209;115325;2628;;;167;;;66
25/03/2022;BE;224;115549;2680;;;165;;;61
26/03/2022;BE;202;115751;2593;;;164;;;62
27/03/2022;BE;173;115924;2700;;;162;;;63
28/03/2022;BE;180;116104;2856;;;170;;;66
29/03/2022;BE;261;116365;2904;;;169;;;64
30/03/2022;BE;236;116601;2920;;;164;;;62
31/03/2022;BE;268;116869;2979;;;172;;;63
01/04/2022;BE;232;117101;3026;;;179;;;68
02/04/2022;BE;199;117300;2865;;;170;;;66
03/04/2022;BE;159;117459;2973;;;182;;;63
04/04/2022;BE;157;117616;3084;;;185;;;69
05/04/2022;BE;304;117920;3055;;;187;;;62
06/04/2022;BE;217;118137;3012;;;176;;;67
07/04/2022;BE;244;118381;3102;;;175;;;64
08/04/2022;BE;232;118613;3141;;;175;;;65
09/04/2022;BE;208;118821;3024;;;176;;;69
10/04/2022;BE;150;118971;3069;;;173;;;66
11/04/2022;BE;200;119171;3197;;;194;;;69
12/04/2022;BE;274;119445;3189;;;190;;;72
13/04/2022;BE;260;119705;3199;;;181;;;73
14/04/2022;BE;242;119947;3163;;;183;;;63
15/04/2022;BE;203;120150;3028;;;192;;;66
16/04/2022;BE;202;120352;2902;;;186;;;61
17/04/2022;BE;147;120499;2948;;;174;;;60
18/04/2022;BE;145;120644;3079;;;184;;;59
19/04/2022;BE;197;120841;3188;;;189;;;65
20/04/2022;BE;222;121063;3086;;;169;;;56
21/04/2022;BE;200;121263;2975;;;154;;;53
22/04/2022;BE;197;121460;2845;;;153;;;54
23/04/2022;BE;179;121639;2656;;;148;;;46
24/04/2022;BE;113;121752;2715;;;156;;;37
25/04/2022;BE;125;121877;2766;;;165;;;46
26/04/2022;BE;194;122071;2638;;;154;;;45
27/04/2022;BE;166;122237;2570;;;150;;;46
28/04/2022;BE;151;122388;2450;;;146;;;48
29/04/2022;BE;137;122525;2331;;;135;;;46
30/04/2022;BE;138;122663;2183;;;127;;;44
01/05/2022;BE;77;122740;2189;;;130;;;44
02/05/2022;BE;110;122850;2252;;;135;;;45
03/05/2022;BE;186;123036;2124;;;124;;;40
04/05/2022;BE;125;123161;2041;;;116;;;36
05/05/2022;BE;172;123333;2017;;;122;;;38
06/05/2022;BE;120;123453;1948;;;116;;;40
07/05/2022;BE;106;123559;1837;;;119;;;38
08/05/2022;BE;80;123639;1859;;;119;;;38
09/05/2022;BE;89;123728;1891;;;126;;;37
10/05/2022;BE;172;123900;1847;;;117;;;32
11/05/2022;BE;118;124018;1711;;;111;;;32
12/05/2022;BE;101;124119;1680;;;105;;;35
13/05/2022;BE;86;124205;1602;;;103;;;35
14/05/2022;BE;86;124291;1510;;;95;;;38
15/05/2022;BE;82;124373;1526;;;102;;;39
16/05/2022;BE;74;124447;1515;;;106;;;40
17/05/2022;BE;119;124566;1464;;;114;;;46
18/05/2022;BE;92;124658;1400;;;104;;;45
19/05/2022;BE;81;124739;1343;;;102;;;33
20/05/2022;BE;91;124830;1306;;;92;;;38
21/05/2022;BE;60;124890;1200;;;91;;;39
22/05/2022;BE;51;124941;1211;;;93;;;36
23/05/2022;BE;63;125004;1240;;;90;;;37
24/05/2022;BE;93;125097;1158;;;90;;;38
25/05/2022;BE;77;125174;1093;;;85;;;30
26/05/2022;BE;69;125243;1047;;;76;;;33
27/05/2022;BE;52;125295;1030;;;83;;;33
28/05/2022;BE;58;125353;947;;;81;;;33
29/05/2022;BE;34;125387;943;;;84;;;35
30/05/2022;BE;38;125425;953;;;88;;;33
31/05/2022;BE;66;125491;953;;;82;;;30
01/06/2022;BE;61;125552;918;;;87;;;30
02/06/2022;BE;55;125607;883;;;76;;;32
03/06/2022;BE;54;125661;864;;;71;;;28
04/06/2022;BE;51;125712;813;;;66;;;27
05/06/2022;BE;37;125749;840;;;63;;;28
06/06/2022;BE;47;125796;878;;;66;;;26
07/06/2022;BE;59;125855;943;;;66;;;22
08/06/2022;BE;71;125926;904;;;66;;;20
09/06/2022;BE;68;125994;891;;;71;;;23
10/06/2022;BE;63;126057;889;;;72;;;23
11/06/2022;BE;61;126118;815;;;59;;;20
12/06/2022;BE;46;126164;826;;;58;;;20
13/06/2022;BE;57;126221;892;;;62;;;22
14/06/2022;BE;81;126302;887;;;65;;;23
15/06/2022;BE;78;126380;873;;;57;;;21
16/06/2022;BE;80;126460;897;;;48;;;21
17/06/2022;BE;61;126521;880;;;49;;;20
18/06/2022;BE;84;126605;883;;;50;;;18
19/06/2022;BE;71;126676;940;;;50;;;17
20/06/2022;BE;80;126756;1022;;;57;;;20
21/06/2022;BE;130;126886;1086;;;56;;;20
22/06/2022;BE;97;126983;1091;;;56;;;18
23/06/2022;BE;95;127078;1084;;;68;;;17
24/06/2022;BE;108;127186;1103;;;67;;;20
25/06/2022;BE;112;127298;1170;;;66;;;20
26/06/2022;BE;78;127376;1196;;;66;;;19
27/06/2022;BE;94;127470;1293;;;73;;;17
28/06/2022;BE;118;127588;1311;;;79;;;20
29/06/2022;BE;130;127718;1359;;;76;;;17
30/06/2022;BE;123;127841;1353;;;73;;;19
01/07/2022;BE;133;127974;1432;;;67;;;16
02/07/2022;BE;137;128111;1421;;;71;;;13
03/07/2022;BE;103;128214;1475;;;79;;;17
04/07/2022;BE;102;128316;1538;;;74;;;16
05/07/2022;BE;173;128489;1534;;;84;;;20
06/07/2022;BE;158;128647;1581;;;84;;;22
07/07/2022;BE;168;128815;1662;;;86;;;24
08/07/2022;BE;156;128971;1693;;;96;;;26
09/07/2022;BE;128;129099;1714;;;90;;;27
10/07/2022;BE;125;129224;1834;;;91;;;26
11/07/2022;BE;140;129364;1988;;;92;;;27
12/07/2022;BE;215;129579;2076;;;95;;;29
13/07/2022;BE;159;129738;2100;;;95;;;25
14/07/2022;BE;182;129920;2176;;;98;;;27
15/07/2022;BE;156;130076;2201;;;114;;;33
16/07/2022;BE;179;130255;2180;;;116;;;39
17/07/2022;BE;141;130396;2272;;;123;;;40
18/07/2022;BE;117;130513;2331;;;123;;;33
19/07/2022;BE;183;130696;2229;;;125;;;30
20/07/2022;BE;184;130880;2214;;;123;;;28
21/07/2022;BE;166;131046;2143;;;112;;;35
22/07/2022;BE;148;131194;2202;;;115;;;32
23/07/2022;BE;166;131360;2170;;;117;;;35
24/07/2022;BE;135;131495;2210;;;123;;;44
25/07/2022;BE;149;131644;2289;;;126;;;44
26/07/2022;BE;188;131832;2183;;;115;;;41
27/07/2022;BE;130;131962;2059;;;107;;;33
28/07/2022;BE;135;132097;1993;;;100;;;30
29/07/2022;BE;106;132203;1901;;;102;;;31
30/07/2022;BE;124;132327;1819;;;120;;;35
31/07/2022;BE;101;132428;1862;;;122;;;36
01/08/2022;BE;120;132548;1897;;;121;;;37
02/08/2022;BE;153;132701;1867;;;127;;;37
03/08/2022;BE;114;132815;1801;;;125;;;41
04/08/2022;BE;115;132930;1759;;;119;;;39
05/08/2022;BE;117;133047;1684;;;111;;;36
06/08/2022;BE;91;133138;1597;;;111;;;31
07/08/2022;BE;86;133224;1608;;;111;;;33
08/08/2022;BE;71;133295;1637;;;124;;;36
09/08/2022;BE;125;133420;1519;;;122;;;38
10/08/2022;BE;107;133527;1401;;;112;;;40
11/08/2022;BE;95;133622;1350;;;96;;;40
12/08/2022;BE;101;133723;1323;;;90;;;40
13/08/2022;BE;87;133810;1272;;;92;;;38
14/08/2022;BE;74;133884;1285;;;94;;;33
15/08/2022;BE;76;133960;1325;;;99;;;35
16/08/2022;BE;74;134034;1310;;;100;;;36
17/08/2022;BE;118;134152;1244;;;93;;;33
18/08/2022;BE;83;134235;1181;;;88;;;32
19/08/2022;BE;84;134319;1138;;;72;;;27
20/08/2022;BE;79;134398;1080;;;70;;;27
21/08/2022;BE;42;134440;1099;;;69;;;29
22/08/2022;BE;72;134512;1110;;;73;;;25
23/08/2022;BE;80;134592;1041;;;67;;;24
24/08/2022;BE;67;134659;995;;;71;;;22
25/08/2022;BE;75;134734;963;;;68;;;22
26/08/2022;BE;73;134807;921;;;66;;;22
27/08/2022;BE;48;134855;838;;;60;;;20
28/08/2022;BE;47;134902;845;;;63;;;20
29/08/2022;BE;59;134961;876;;;77;;;22
30/08/2022;BE;61;135022;821;;;59;;;20
31/08/2022;BE;64;135086;808;;;59;;;19
01/09/2022;BE;62;135148;773;;;58;;;20
02/09/2022;BE;59;135207;749;;;57;;;20
03/09/2022;BE;58;135265;738;;;60;;;19
04/09/2022;BE;51;135316;743;;;62;;;21
05/09/2022;BE;54;135370;786;;;62;;;19
06/09/2022;BE;70;135440;727;;;59;;;17
07/09/2022;BE;70;135510;757;;;56;;;19
08/09/2022;BE;55;135565;739;;;55;;;18
09/09/2022;BE;58;135623;710;;;44;;;13
10/09/2022;BE;46;135669;675;;;50;;;13
11/09/2022;BE;41;135710;688;;;52;;;13
12/09/2022;BE;61;135771;709;;;55;;;19
13/09/2022;BE;57;135828;684;;;53;;;19
14/09/2022;BE;73;135901;691;;;50;;;17
15/09/2022;BE;53;135954;707;;;56;;;19
15/03/2020;BE_BRU;7;7;58;;;11;;;8
16/03/2020;BE_BRU;11;18;81;;;14;;;11
17/03/2020;BE_BRU;16;34;115;;;23;;;16
18/03/2020;BE_BRU;18;52;124;;;29;;;18
19/03/2020;BE_BRU;33;85;156;;;35;;;24
20/03/2020;BE_BRU;29;114;193;;;46;;;32
21/03/2020;BE_BRU;40;154;248;;;56;;;34
22/03/2020;BE_BRU;41;195;283;;;58;;;42
23/03/2020;BE_BRU;21;216;298;;;67;;;48
24/03/2020;BE_BRU;52;268;349;;;82;;;54
25/03/2020;BE_BRU;69;337;415;;;98;;;67
26/03/2020;BE_BRU;76;413;482;;;114;;;83
27/03/2020;BE_BRU;93;506;580;;;118;;;92
28/03/2020;BE_BRU;90;596;629;;;136;;;108
29/03/2020;BE_BRU;98;694;712;;;150;;;121
30/03/2020;BE_BRU;53;747;790;;;164;;;132
31/03/2020;BE_BRU;101;848;817;;;176;;;139
01/04/2020;BE_BRU;85;933;842;;;183;;;144
02/04/2020;BE_BRU;107;1040;917;;;196;;;158
03/04/2020;BE_BRU;62;1102;914;;;196;;;164
04/04/2020;BE_BRU;75;1177;888;;;197;;;164
05/04/2020;BE_BRU;66;1243;899;;;203;;;164
06/04/2020;BE_BRU;47;1290;921;;;203;;;165
07/04/2020;BE_BRU;79;1369;937;;;202;;;172
08/04/2020;BE_BRU;68;1437;915;;;194;;;162
09/04/2020;BE_BRU;80;1517;911;;;199;;;157
10/04/2020;BE_BRU;59;1576;902;;;197;;;158
11/04/2020;BE_BRU;43;1619;899;;;198;;;157
12/04/2020;BE_BRU;49;1668;920;;;198;;;155
13/04/2020;BE_BRU;37;1705;908;;;189;;;138
14/04/2020;BE_BRU;31;1736;897;;;187;;;143
15/04/2020;BE_BRU;45;1781;857;;;174;;;139
16/04/2020;BE_BRU;46;1827;822;;;172;;;138
17/04/2020;BE_BRU;47;1874;824;;;174;;;130
18/04/2020;BE_BRU;38;1912;810;;;175;;;131
19/04/2020;BE_BRU;36;1948;798;;;175;;;128
20/04/2020;BE_BRU;18;1966;802;;;183;;;133
21/04/2020;BE_BRU;27;1993;747;;;168;;;128
22/04/2020;BE_BRU;44;2037;723;;;170;;;128
23/04/2020;BE_BRU;36;2073;716;;;165;;;121
24/04/2020;BE_BRU;36;2109;706;;;165;;;113
25/04/2020;BE_BRU;30;2139;667;;;158;;;109
26/04/2020;BE_BRU;26;2165;671;;;156;;;108
27/04/2020;BE_BRU;24;2189;679;;;157;;;109
28/04/2020;BE_BRU;25;2214;651;;;147;;;105
29/04/2020;BE_BRU;26;2240;648;;;143;;;103
30/04/2020;BE_BRU;30;2270;615;;;140;;;99
01/05/2020;BE_BRU;15;2285;574;;;129;;;94
02/05/2020;BE_BRU;6;2291;558;;;124;;;92
03/05/2020;BE_BRU;8;2299;540;;;120;;;82
04/05/2020;BE_BRU;18;2317;542;;;121;;;80
05/05/2020;BE_BRU;18;2335;502;;;109;;;77
06/05/2020;BE_BRU;16;2351;486;;;102;;;76
07/05/2020;BE_BRU;18;2369;452;;;94;;;68
08/05/2020;BE_BRU;13;2382;436;;;92;;;69
09/05/2020;BE_BRU;16;2398;433;;;94;;;61
10/05/2020;BE_BRU;10;2408;429;;;91;;;59
11/05/2020;BE_BRU;9;2417;416;;;89;;;59
12/05/2020;BE_BRU;9;2426;373;;;83;;;58
13/05/2020;BE_BRU;10;2436;360;;;78;;;49
14/05/2020;BE_BRU;5;2441;330;;;71;;;46
15/05/2020;BE_BRU;14;2455;298;;;66;;;45
16/05/2020;BE_BRU;12;2467;301;;;64;;;42
17/05/2020;BE_BRU;3;2470;288;;;64;;;41
18/05/2020;BE_BRU;12;2482;281;;;66;;;42
19/05/2020;BE_BRU;9;2491;272;;;62;;;40
20/05/2020;BE_BRU;10;2501;268;;;51;;;33
21/05/2020;BE_BRU;6;2507;258;;;51;;;35
22/05/2020;BE_BRU;6;2513;264;;;56;;;42
23/05/2020;BE_BRU;7;2520;251;;;54;;;39
24/05/2020;BE_BRU;4;2524;255;;;55;;;38
25/05/2020;BE_BRU;6;2530;251;;;57;;;34
26/05/2020;BE_BRU;5;2535;240;;;51;;;31
27/05/2020;BE_BRU;9;2544;207;;;45;;;22
28/05/2020;BE_BRU;2;2546;197;;;40;;;18
29/05/2020;BE_BRU;5;2551;189;;;38;;;18
30/05/2020;BE_BRU;3;2554;186;;;39;;;21
31/05/2020;BE_BRU;3;2557;179;;;40;;;21
01/06/2020;BE_BRU;7;2564;184;;;42;;;23
02/06/2020;BE_BRU;8;2572;190;;;47;;;22
03/06/2020;BE_BRU;1;2573;158;;;33;;;18
04/06/2020;BE_BRU;7;2580;139;;;36;;;18
05/06/2020;BE_BRU;5;2585;134;;;32;;;21
06/06/2020;BE_BRU;4;2589;126;;;30;;;19
07/06/2020;BE_BRU;11;2600;140;;;32;;;17
08/06/2020;BE_BRU;2;2602;139;;;32;;;14
09/06/2020;BE_BRU;5;2607;131;;;27;;;15
10/06/2020;BE_BRU;5;2612;122;;;32;;;15
11/06/2020;BE_BRU;5;2617;125;;;24;;;15
12/06/2020;BE_BRU;4;2621;109;;;23;;;14
13/06/2020;BE_BRU;3;2624;101;;;23;;;13
14/06/2020;BE_BRU;4;2628;102;;;25;;;14
15/06/2020;BE_BRU;4;2632;102;;;24;;;11
16/06/2020;BE_BRU;4;2636;98;;;22;;;11
17/06/2020;BE_BRU;5;2641;96;;;20;;;9
18/06/2020;BE_BRU;5;2646;93;;;19;;;9
19/06/2020;BE_BRU;4;2650;77;;;17;;;9
20/06/2020;BE_BRU;2;2652;71;;;17;;;10
21/06/2020;BE_BRU;0;2652;63;;;16;;;10
22/06/2020;BE_BRU;1;2653;57;;;14;;;8
23/06/2020;BE_BRU;1;2654;59;;;15;;;8
24/06/2020;BE_BRU;2;2656;53;;;15;;;7
25/06/2020;BE_BRU;3;2659;47;;;17;;;8
26/06/2020;BE_BRU;5;2664;43;;;15;;;7
27/06/2020;BE_BRU;1;2665;40;;;13;;;7
28/06/2020;BE_BRU;1;2666;42;;;12;;;6
29/06/2020;BE_BRU;6;2672;45;;;13;;;6
30/06/2020;BE_BRU;0;2672;32;;;11;;;6
01/07/2020;BE_BRU;0;2672;29;;;11;;;6
02/07/2020;BE_BRU;2;2674;28;;;11;;;5
03/07/2020;BE_BRU;1;2675;25;;;10;;;5
04/07/2020;BE_BRU;1;2676;27;;;10;;;5
05/07/2020;BE_BRU;0;2676;27;;;10;;;5
06/07/2020;BE_BRU;1;2677;26;;;11;;;5
07/07/2020;BE_BRU;0;2677;28;;;11;;;5
08/07/2020;BE_BRU;4;2681;33;;;11;;;5
09/07/2020;BE_BRU;0;2681;29;;;12;;;5
10/07/2020;BE_BRU;1;2682;28;;;11;;;4
11/07/2020;BE_BRU;2;2684;25;;;8;;;4
12/07/2020;BE_BRU;2;2686;26;;;8;;;3
13/07/2020;BE_BRU;1;2687;25;;;5;;;3
14/07/2020;BE_BRU;3;2690;27;;;8;;;3
15/07/2020;BE_BRU;2;2692;27;;;8;;;4
16/07/2020;BE_BRU;1;2693;24;;;8;;;5
17/07/2020;BE_BRU;3;2696;25;;;7;;;4
18/07/2020;BE_BRU;1;2697;21;;;6;;;4
19/07/2020;BE_BRU;1;2698;21;;;8;;;3
20/07/2020;BE_BRU;3;2701;24;;;8;;;1
21/07/2020;BE_BRU;1;2702;25;;;6;;;2
22/07/2020;BE_BRU;2;2704;26;;;8;;;2
23/07/2020;BE_BRU;4;2708;34;;;10;;;2
24/07/2020;BE_BRU;6;2714;35;;;10;;;3
25/07/2020;BE_BRU;4;2718;29;;;10;;;3
26/07/2020;BE_BRU;3;2721;33;;;12;;;3
27/07/2020;BE_BRU;3;2724;32;;;12;;;3
28/07/2020;BE_BRU;8;2732;37;;;11;;;4
29/07/2020;BE_BRU;11;2743;48;;;11;;;4
30/07/2020;BE_BRU;5;2748;56;;;9;;;5
31/07/2020;BE_BRU;2;2750;56;;;9;;;5
01/08/2020;BE_BRU;3;2753;55;;;10;;;5
02/08/2020;BE_BRU;3;2756;56;;;10;;;6
03/08/2020;BE_BRU;10;2766;65;;;7;;;5
04/08/2020;BE_BRU;8;2774;59;;;9;;;3
05/08/2020;BE_BRU;15;2789;68;;;9;;;4
06/08/2020;BE_BRU;6;2795;62;;;11;;;4
07/08/2020;BE_BRU;9;2804;69;;;12;;;5
08/08/2020;BE_BRU;10;2814;70;;;12;;;4
