date;location_key;mobility_retail_and_recreation;mobility_grocery_and_pharmacy;mobility_parks;mobility_transit_stations;mobility_workplaces;mobility_residential
10/11/2020;BE_WLX;-37;5;71;-25;-43;16
11/11/2020;BE_WLX;-70;-60;92;-42;-63;22
12/11/2020;BE_WLX;-37;9;58;-26;-38;16
13/11/2020;BE_WLX;-45;-3;25;-31;-40;20
14/11/2020;BE_WLX;-56;-14;38;-33;-16;12
15/11/2020;BE_WLX;-58;-11;13;-29;-22;9
16/11/2020;BE_WLX;-43;-11;13;-22;-25;13
17/11/2020;BE_WLX;-41;-9;28;-17;-25;13
18/11/2020;BE_WLX;-41;-14;51;-14;-25;11
19/11/2020;BE_WLX;-43;-6;8;-20;-23;13
20/11/2020;BE_WLX;-44;-8;5;-22;-25;16
21/11/2020;BE_WLX;-56;-16;9;-39;-16;12
22/11/2020;BE_WLX;-59;-13;3;-33;-19;9
23/11/2020;BE_WLX;-40;-10;21;-18;-24;12
24/11/2020;BE_WLX;-39;-7;30;-15;-24;12
25/11/2020;BE_WLX;-39;-11;24;-17;-24;11
26/11/2020;BE_WLX;-41;-3;20;-16;-22;13
27/11/2020;BE_WLX;-43;0;7;-20;-24;15
28/11/2020;BE_WLX;-54;-10;26;-32;-13;11
29/11/2020;BE_WLX;-56;-5;28;-22;-16;8
30/11/2020;BE_WLX;-39;-6;22;-18;-23;12
01/12/2020;BE_WLX;-22;3;8;-15;-23;12
02/12/2020;BE_WLX;-21;4;16;-17;-23;11
03/12/2020;BE_WLX;-24;8;1;-18;-20;12
04/12/2020;BE_WLX;-25;10;-4;-19;-23;15
05/12/2020;BE_WLX;-36;-3;-5;-32;-12;10
06/12/2020;BE_WLX;-50;-8;5;-28;-15;7
07/12/2020;BE_WLX;-23;1;15;-17;-23;11
08/12/2020;BE_WLX;-23;1;11;-16;-22;12
09/12/2020;BE_WLX;-26;-4;12;-16;-24;11
10/12/2020;BE_WLX;-27;4;10;-15;-21;12
11/12/2020;BE_WLX;-33;2;-14;-20;-24;15
12/12/2020;BE_WLX;-36;-4;-10;-29;-14;11
13/12/2020;BE_WLX;-46;-3;10;-27;-20;8
14/12/2020;BE_WLX;-22;0;13;-13;-23;11
15/12/2020;BE_WLX;-19;5;9;-12;-23;12
16/12/2020;BE_WLX;-20;3;15;-13;-24;11
17/12/2020;BE_WLX;-20;13;13;-11;-22;12
18/12/2020;BE_WLX;-29;9;10;-15;-24;14
19/12/2020;BE_WLX;-37;3;7;-25;-11;10
20/12/2020;BE_WLX;-29;29;42;-16;-14;7
21/12/2020;BE_WLX;-5;28;53;-27;-51;16
22/12/2020;BE_WLX;-3;41;44;-27;-51;16
23/12/2020;BE_WLX;-11;44;20;-32;-51;15
24/12/2020;BE_WLX;-18;42;13;-36;-61;19
25/12/2020;BE_WLX;-85;-89;8;-62;-86;29
26/12/2020;BE_WLX;-51;-7;13;-40;-32;13
27/12/2020;BE_WLX;-57;-11;1;-38;-27;11
28/12/2020;BE_WLX;-8;29;122;-27;-64;21
29/12/2020;BE_WLX;-5;41;147;-21;-63;21
30/12/2020;BE_WLX;-11;49;129;-21;-60;18
31/12/2020;BE_WLX;-27;44;71;-33;-66;21
01/01/2021;BE_WLX;-80;-89;51;-54;-84;29
02/01/2021;BE_WLX;-45;-4;55;-26;-24;13
03/01/2021;BE_WLX;-47;-6;58;-25;-14;9
04/01/2021;BE_WLX;-23;15;9;-20;-27;13
05/01/2021;BE_WLX;-23;12;11;-18;-28;14
06/01/2021;BE_WLX;-22;5;1;-21;-28;13
07/01/2021;BE_WLX;-29;6;0;-21;-25;14
08/01/2021;BE_WLX;-35;5;-7;-25;-25;17
09/01/2021;BE_WLX;-33;6;38;-25;-13;11
10/01/2021;BE_WLX;-35;-3;127;4;-11;7
11/01/2021;BE_WLX;-26;3;18;-17;-22;11
12/01/2021;BE_WLX;-31;0;0;-21;-23;12
13/01/2021;BE_WLX;-32;-3;7;-20;-23;10
14/01/2021;BE_WLX;-45;-11;-4;-21;-24;12
15/01/2021;BE_WLX;-40;-2;-2;-22;-27;14
16/01/2021;BE_WLX;-39;-4;31;-27;-14;10
17/01/2021;BE_WLX;-48;-15;91;-12;-14;7
18/01/2021;BE_WLX;-31;0;6;-22;-25;11
19/01/2021;BE_WLX;-34;-4;-2;-23;-25;11
20/01/2021;BE_WLX;-34;-4;13;-21;-24;10
21/01/2021;BE_WLX;-37;-2;3;-20;-21;11
22/01/2021;BE_WLX;-38;2;-5;-24;-23;13
23/01/2021;BE_WLX;-39;-2;4;-31;-13;10
24/01/2021;BE_WLX;-51;-10;41;-30;-16;7
25/01/2021;BE_WLX;-29;1;21;-16;-25;11
26/01/2021;BE_WLX;-27;4;31;-16;-24;10
27/01/2021;BE_WLX;-37;-6;10;-20;-25;11
28/01/2021;BE_WLX;-34;7;5;-23;-22;12
29/01/2021;BE_WLX;-36;6;-2;-25;-25;14
30/01/2021;BE_WLX;-43;1;-9;-36;-9;10
31/01/2021;BE_WLX;-51;-9;41;-24;-9;7
01/02/2021;BE_WLX;-32;5;26;-14;-23;10
02/02/2021;BE_WLX;-31;7;26;-16;-22;10
03/02/2021;BE_WLX;-35;-4;20;-20;-24;11
04/02/2021;BE_WLX;-34;5;42;-12;-20;10
05/02/2021;BE_WLX;-36;6;15;-17;-23;13
06/02/2021;BE_WLX;-42;-1;1;-34;-10;10
07/02/2021;BE_WLX;-56;-9;9;-30;-13;7
08/02/2021;BE_WLX;-34;-1;11;-22;-24;11
09/02/2021;BE_WLX;-33;1;10;-19;-24;12
10/02/2021;BE_WLX;-29;2;12;-20;-24;11
11/02/2021;BE_WLX;-30;8;15;-20;-20;12
12/02/2021;BE_WLX;-32;8;5;-24;-24;14
13/02/2021;BE_WLX;-31;9;32;-36;-10;9
14/02/2021;BE_WLX;-36;9;81;-29;-11;7
15/02/2021;BE_WLX;-19;8;88;-29;-43;14
16/02/2021;BE_WLX;-17;13;131;-21;-41;13
17/02/2021;BE_WLX;-25;5;93;-27;-39;12
18/02/2021;BE_WLX;-24;13;95;-26;-39;14
19/02/2021;BE_WLX;-27;12;91;-29;-41;16
20/02/2021;BE_WLX;-35;8;108;-23;-11;7
21/02/2021;BE_WLX;-29;23;181;0;-7;3
22/02/2021;BE_WLX;-25;5;61;-14;-22;9
23/02/2021;BE_WLX;-23;5;67;-12;-21;9
24/02/2021;BE_WLX;-23;3;75;-10;-21;8
25/02/2021;BE_WLX;-22;11;58;-9;-19;9
26/02/2021;BE_WLX;-27;13;21;-19;-22;12
27/02/2021;BE_WLX;-30;10;50;-30;-7;8
28/02/2021;BE_WLX;-34;21;115;-12;-4;4
01/03/2021;BE_WLX;-17;10;67;-12;-21;8
02/03/2021;BE_WLX;-18;11;72;-11;-20;8
03/03/2021;BE_WLX;-20;9;60;-10;-21;7
04/03/2021;BE_WLX;-23;11;19;-16;-19;10
05/03/2021;BE_WLX;-27;15;21;-17;-21;11
06/03/2021;BE_WLX;-28;10;49;-30;-7;7
07/03/2021;BE_WLX;-32;20;104;-13;-6;4
08/03/2021;BE_WLX;-17;8;49;-15;-21;9
09/03/2021;BE_WLX;-22;8;33;-16;-21;10
10/03/2021;BE_WLX;-23;8;30;-14;-22;9
11/03/2021;BE_WLX;-26;10;9;-16;-19;11
12/03/2021;BE_WLX;-30;13;9;-21;-22;12
13/03/2021;BE_WLX;-36;8;-5;-40;-7;9
14/03/2021;BE_WLX;-48;4;8;-33;-9;7
15/03/2021;BE_WLX;-21;7;33;-18;-21;10
16/03/2021;BE_WLX;-23;6;30;-15;-21;10
17/03/2021;BE_WLX;-26;6;23;-17;-21;9
18/03/2021;BE_WLX;-25;11;34;-14;-18;10
19/03/2021;BE_WLX;-27;15;37;-19;-21;12
20/03/2021;BE_WLX;-30;10;69;-28;-9;8
21/03/2021;BE_WLX;-42;14;56;-24;-9;6
22/03/2021;BE_WLX;-23;9;53;-15;-21;10
23/03/2021;BE_WLX;-20;11;67;-10;-21;9
24/03/2021;BE_WLX;-11;13;77;-10;-22;7
25/03/2021;BE_WLX;-8;23;48;-9;-19;9
26/03/2021;BE_WLX;-14;23;48;-14;-21;11
27/03/2021;BE_WLX;-52;3;27;-38;-9;10
28/03/2021;BE_WLX;-41;11;130;-11;-11;5
29/03/2021;BE_WLX;-30;4;154;-25;-36;12
30/03/2021;BE_WLX;-24;24;160;-13;-34;11
31/03/2021;BE_WLX;-26;17;139;-15;-35;9
01/04/2021;BE_WLX;-23;26;123;-16;-33;11
02/04/2021;BE_WLX;-26;32;126;-23;-37;14
03/04/2021;BE_WLX;-34;32;157;-29;-10;8
04/04/2021;BE_WLX;-27;41;256;-8;-11;3
05/04/2021;BE_WLX;-65;-49;214;-52;-83;26
06/04/2021;BE_WLX;-14;44;193;-26;-45;15
07/04/2021;BE_WLX;-24;23;163;-29;-43;14
08/04/2021;BE_WLX;-15;37;222;-17;-41;14
09/04/2021;BE_WLX;-24;26;174;-24;-43;16
10/04/2021;BE_WLX;-43;14;58;-39;-13;10
11/04/2021;BE_WLX;-48;13;56;-36;-17;8
12/04/2021;BE_WLX;-15;26;203;-22;-40;13
13/04/2021;BE_WLX;-13;32;239;-15;-39;13
14/04/2021;BE_WLX;-20;20;218;-18;-39;11
15/04/2021;BE_WLX;-15;32;214;-15;-37;13
16/04/2021;BE_WLX;-26;23;155;-26;-39;16
17/04/2021;BE_WLX;-37;15;136;-25;-7;7
18/04/2021;BE_WLX;-30;27;146;-11;-5;5
19/04/2021;BE_WLX;-26;17;86;-8;-20;9
20/04/2021;BE_WLX;-22;18;89;-5;-19;9
21/04/2021;BE_WLX;-21;13;74;-7;-20;8
22/04/2021;BE_WLX;-23;23;81;-2;-17;8
23/04/2021;BE_WLX;-26;24;106;-11;-20;10
24/04/2021;BE_WLX;-34;20;123;-24;-2;6
25/04/2021;BE_WLX;-23;41;178;1;-2;3
26/04/2021;BE_WLX;-8;22;116;-4;-19;8
27/04/2021;BE_WLX;-7;21;114;-3;-18;8
28/04/2021;BE_WLX;-6;20;87;-4;-19;7
29/04/2021;BE_WLX;-7;35;58;-4;-16;8
30/04/2021;BE_WLX;-4;47;101;-17;-33;12
01/05/2021;BE_WLX;-55;-34;128;-29;-30;10
02/05/2021;BE_WLX;-21;44;124;-10;-7;5
03/05/2021;BE_WLX;3;38;90;-2;-19;8
04/05/2021;BE_WLX;-3;30;46;-7;-18;9
05/05/2021;BE_WLX;-4;25;45;-9;-18;8
06/05/2021;BE_WLX;-6;32;39;-7;-15;9
07/05/2021;BE_WLX;-6;35;69;-6;-17;9
08/05/2021;BE_WLX;2;30;84;-14;4;4
09/05/2021;BE_WLX;23;49;183;6;11;-1
10/05/2021;BE_WLX;1;26;111;3;-15;7
11/05/2021;BE_WLX;5;29;103;6;-14;7
12/05/2021;BE_WLX;25;51;244;14;-17;2
13/05/2021;BE_WLX;-15;-16;503;-23;-78;22
14/05/2021;BE_WLX;41;76;389;-6;-56;17
15/05/2021;BE_WLX;2;35;209;-15;-10;7
16/05/2021;BE_WLX;-4;31;141;-10;-5;4
17/05/2021;BE_WLX;-4;28;84;-2;-17;8
18/05/2021;BE_WLX;-1;28;81;-1;-16;8
19/05/2021;BE_WLX;-2;23;73;-4;-16;7
20/05/2021;BE_WLX;1;29;109;2;-13;7
21/05/2021;BE_WLX;-1;34;132;-5;-15;8
22/05/2021;BE_WLX;-5;37;130;-20;-2;6
23/05/2021;BE_WLX;25;57;286;-2;-3;3
24/05/2021;BE_WLX;-44;-42;178;-45;-80;24
25/05/2021;BE_WLX;4;44;65;-4;-15;7
26/05/2021;BE_WLX;1;28;60;-4;-16;7
27/05/2021;BE_WLX;4;36;84;2;-11;7
28/05/2021;BE_WLX;10;36;142;1;-11;6
29/05/2021;BE_WLX;1;30;167;-8;8;3
30/05/2021;BE_WLX;32;55;265;8;8;0
31/05/2021;BE_WLX;17;35;168;8;-11;5
01/06/2021;BE_WLX;21;43;165;13;-11;5
02/06/2021;BE_WLX;16;36;135;10;-13;5
03/06/2021;BE_WLX;12;42;106;8;-7;6
04/06/2021;BE_WLX;5;38;114;1;-9;7
05/06/2021;BE_WLX;0;30;106;-19;7;5
06/06/2021;BE_WLX;15;38;168;-6;4;2
07/06/2021;BE_WLX;15;39;141;6;-11;5
08/06/2021;BE_WLX;19;37;146;12;-11;5
09/06/2021;BE_WLX;25;32;136;11;-12;4
10/06/2021;BE_WLX;25;46;146;11;-7;4
11/06/2021;BE_WLX;23;44;172;8;-10;4
12/06/2021;BE_WLX;12;35;176;-5;9;0
13/06/2021;BE_WLX;41;53;250;18;9;-2
14/06/2021;BE_WLX;25;41;192;10;-12;5
15/06/2021;BE_WLX;25;43;185;13;-12;5
16/06/2021;BE_WLX;22;35;157;5;-14;4
17/06/2021;BE_WLX;20;42;152;11;-11;5
18/06/2021;BE_WLX;18;38;179;5;-14;5
19/06/2021;BE_WLX;5;34;180;-9;6;1
20/06/2021;BE_WLX;30;48;191;0;3;0
21/06/2021;BE_WLX;27;46;184;5;-17;4
22/06/2021;BE_WLX;21;30;152;1;-23;6
23/06/2021;BE_WLX;52;48;171;0;-45;8
24/06/2021;BE_WLX;21;39;179;2;-23;6
25/06/2021;BE_WLX;24;34;221;-1;-23;6
26/06/2021;BE_WLX;7;28;191;-8;6;0
27/06/2021;BE_WLX;50;59;221;24;6;-2
28/06/2021;BE_WLX;26;42;181;2;-26;5
29/06/2021;BE_WLX;26;40;157;0;-26;5
30/06/2021;BE_WLX;20;32;124;-7;-27;4
01/07/2021;BE_WLX;37;50;213;5;-29;6
02/07/2021;BE_WLX;31;45;249;-1;-30;5
03/07/2021;BE_WLX;13;31;216;-1;3;1
04/07/2021;BE_WLX;50;65;225;13;-5;0
05/07/2021;BE_WLX;40;53;315;-4;-34;7
06/07/2021;BE_WLX;43;51;320;-1;-33;7
07/07/2021;BE_WLX;36;40;323;0;-33;4
08/07/2021;BE_WLX;39;51;295;-1;-31;6
09/07/2021;BE_WLX;27;41;271;-2;-32;7
10/07/2021;BE_WLX;15;34;226;1;2;0
11/07/2021;BE_WLX;68;71;326;30;0;-2
12/07/2021;BE_WLX;40;56;359;-3;-37;7
13/07/2021;BE_WLX;37;48;275;-10;-37;9
14/07/2021;BE_WLX;30;32;212;-12;-37;8
15/07/2021;BE_WLX;21;41;183;-13;-38;10
16/07/2021;BE_WLX;17;38;160;-17;-36;9
17/07/2021;BE_WLX;3;28;176;-7;6;-1
18/07/2021;BE_WLX;45;76;296;16;4;-4
19/07/2021;BE_WLX;52;68;465;1;-42;6
20/07/2021;BE_WLX;62;81;478;2;-42;5
21/07/2021;BE_WLX;7;-20;536;-3;-61;9
22/07/2021;BE_WLX;63;86;446;1;-40;6
23/07/2021;BE_WLX;34;55;348;-3;-40;7
24/07/2021;BE_WLX;9;34;193;-11;3;2
25/07/2021;BE_WLX;45;75;297;12;3;-1
26/07/2021;BE_WLX;56;68;434;-8;-43;8
27/07/2021;BE_WLX;55;61;428;-9;-42;9
28/07/2021;BE_WLX;51;47;428;-8;-40;6
29/07/2021;BE_WLX;56;61;439;2;-39;7
30/07/2021;BE_WLX;40;48;333;-6;-41;8
31/07/2021;BE_WLX;15;32;255;0;4;0
01/08/2021;BE_WLX;51;78;319;13;4;-2
02/08/2021;BE_WLX;53;65;426;-7;-45;9
03/08/2021;BE_WLX;54;59;435;-9;-45;10
04/08/2021;BE_WLX;47;46;431;-8;-44;7
05/08/2021;BE_WLX;51;60;388;-8;-41;9
06/08/2021;BE_WLX;32;47;274;-17;-42;11
07/08/2021;BE_WLX;11;28;230;-9;3;1
08/08/2021;BE_WLX;51;63;306;8;6;-2
09/08/2021;BE_WLX;52;61;438;-5;-43;9
10/08/2021;BE_WLX;56;61;444;-3;-42;9
11/08/2021;BE_WLX;48;44;477;-5;-41;6
12/08/2021;BE_WLX;49;61;478;1;-40;7
13/08/2021;BE_WLX;34;56;378;-5;-41;8
14/08/2021;BE_WLX;11;36;317;2;5;-1
15/08/2021;BE_WLX;60;89;394;34;8;-5
16/08/2021;BE_WLX;44;59;372;-12;-46;10
17/08/2021;BE_WLX;49;55;353;-9;-41;9
18/08/2021;BE_WLX;37;42;326;-12;-37;7
19/08/2021;BE_WLX;44;53;328;-8;-35;9
20/08/2021;BE_WLX;29;43;301;-7;-36;9
21/08/2021;BE_WLX;13;28;306;7;5;-1
22/08/2021;BE_WLX;41;62;224;10;12;-1
23/08/2021;BE_WLX;39;51;299;-8;-34;8
24/08/2021;BE_WLX;47;50;359;-3;-33;6
25/08/2021;BE_WLX;37;38;335;-7;-32;5
26/08/2021;BE_WLX;37;52;265;-6;-30;7
27/08/2021;BE_WLX;31;44;215;-10;-31;8
28/08/2021;BE_WLX;15;29;189;-6;11;0
29/08/2021;BE_WLX;40;56;197;4;12;-1
30/08/2021;BE_WLX;36;45;163;-9;-31;7
31/08/2021;BE_WLX;41;47;175;-4;-29;7
01/09/2021;BE_WLX;35;45;143;3;-29;5
02/09/2021;BE_WLX;34;51;167;11;-23;4
03/09/2021;BE_WLX;25;42;171;10;-23;3
04/09/2021;BE_WLX;13;30;207;-2;14;-2
05/09/2021;BE_WLX;51;70;249;21;12;-3
06/09/2021;BE_WLX;28;48;223;13;-24;3
07/09/2021;BE_WLX;32;48;224;14;-24;2
08/09/2021;BE_WLX;32;38;210;15;-25;2
09/09/2021;BE_WLX;25;44;152;10;-21;3
10/09/2021;BE_WLX;21;40;139;7;-22;4
11/09/2021;BE_WLX;16;30;166;0;11;-1
12/09/2021;BE_WLX;43;59;227;27;11;-3
13/09/2021;BE_WLX;24;41;179;16;-24;2
14/09/2021;BE_WLX;26;42;166;15;-23;3
15/09/2021;BE_WLX;19;31;130;7;-25;3
16/09/2021;BE_WLX;19;38;161;11;-22;2
17/09/2021;BE_WLX;21;36;157;13;-24;2
18/09/2021;BE_WLX;14;26;173;1;5;-1
19/09/2021;BE_WLX;41;49;185;35;8;-3
20/09/2021;BE_WLX;14;38;141;4;-23;3
21/09/2021;BE_WLX;17;34;144;4;-20;3
22/09/2021;BE_WLX;17;31;135;6;-17;2
23/09/2021;BE_WLX;18;37;152;7;-14;2
24/09/2021;BE_WLX;18;35;131;5;-19;3
25/09/2021;BE_WLX;10;25;175;-4;6;-2
26/09/2021;BE_WLX;33;38;172;4;3;-2
27/09/2021;BE_WLX;12;26;128;-12;-40;8
28/09/2021;BE_WLX;16;33;116;4;-18;3
29/09/2021;BE_WLX;11;29;65;-7;-21;3
30/09/2021;BE_WLX;17;36;87;-2;-15;3
01/10/2021;BE_WLX;16;35;85;-1;-18;3
02/10/2021;BE_WLX;13;28;95;-16;2;1
03/10/2021;BE_WLX;8;31;40;-17;1;2
04/10/2021;BE_WLX;12;33;94;-5;-19;4
05/10/2021;BE_WLX;8;28;68;-8;-18;4
06/10/2021;BE_WLX;8;23;39;-14;-19;4
07/10/2021;BE_WLX;12;36;78;-5;-13;3
08/10/2021;BE_WLX;14;31;96;-4;-18;3
09/10/2021;BE_WLX;10;24;120;-12;3;0
10/10/2021;BE_WLX;30;42;155;8;3;-2
11/10/2021;BE_WLX;8;31;86;-9;-18;4
12/10/2021;BE_WLX;11;30;65;-7;-18;4
13/10/2021;BE_WLX;9;25;61;-7;-19;3
14/10/2021;BE_WLX;10;31;80;-2;-14;3
15/10/2021;BE_WLX;8;31;68;-3;-18;5
16/10/2021;BE_WLX;8;24;101;-9;0;1
17/10/2021;BE_WLX;24;42;137;-3;-2;0
18/10/2021;BE_WLX;11;35;129;-4;-17;4
19/10/2021;BE_WLX;12;35;122;-5;-17;4
20/10/2021;BE_WLX;9;27;84;-11;-19;4
21/10/2021;BE_WLX;7;29;79;-9;-15;6
22/10/2021;BE_WLX;11;33;74;-6;-18;5
23/10/2021;BE_WLX;7;25;82;-15;1;1
24/10/2021;BE_WLX;25;42;139;2;0;0
25/10/2021;BE_WLX;9;33;86;-8;-18;5
26/10/2021;BE_WLX;15;35;83;-6;-16;4
27/10/2021;BE_WLX;15;32;82;-8;-19;4
28/10/2021;BE_WLX;21;38;91;-4;-14;3
29/10/2021;BE_WLX;22;42;97;0;-18;3
30/10/2021;BE_WLX;12;38;75;-17;-3;1
31/10/2021;BE_WLX;62;66;166;-5;-9;-1
01/11/2021;BE_WLX;-6;-35;248;-27;-83;19
02/11/2021;BE_WLX;40;63;140;-19;-46;10
03/11/2021;BE_WLX;19;30;97;-25;-39;8
04/11/2021;BE_WLX;26;43;115;-19;-37;9
05/11/2021;BE_WLX;18;37;88;-21;-38;10
06/11/2021;BE_WLX;2;23;79;-21;-5;2
07/11/2021;BE_WLX;5;30;47;-21;-11;3
08/11/2021;BE_WLX;6;31;67;-11;-19;5
09/11/2021;BE_WLX;14;32;79;-8;-18;5
10/11/2021;BE_WLX;21;42;89;-8;-22;2
11/11/2021;BE_WLX;-5;-29;209;-26;-58;16
12/11/2021;BE_WLX;32;59;123;-10;-34;10
13/11/2021;BE_WLX;7;27;57;-25;-4;4
14/11/2021;BE_WLX;5;27;73;-12;-8;3
15/11/2021;BE_WLX;7;31;48;-15;-24;7
16/11/2021;BE_WLX;7;30;57;-10;-18;5
17/11/2021;BE_WLX;4;23;35;-14;-21;5
18/11/2021;BE_WLX;4;30;45;-12;-16;5
19/11/2021;BE_WLX;5;31;30;-11;-19;7
20/11/2021;BE_WLX;0;23;52;-27;-2;3
21/11/2021;BE_WLX;-5;19;20;-27;-14;4
22/11/2021;BE_WLX;2;27;52;-14;-24;7
23/11/2021;BE_WLX;8;30;48;-13;-22;6
24/11/2021;BE_WLX;5;25;37;-12;-22;5
25/11/2021;BE_WLX;6;35;34;-10;-18;6
26/11/2021;BE_WLX;10;34;25;-11;-21;8
27/11/2021;BE_WLX;1;25;38;-27;-3;5
28/11/2021;BE_WLX;12;50;33;-12;-5;4
29/11/2021;BE_WLX;6;33;31;-17;-22;7
30/11/2021;BE_WLX;10;31;18;-15;-22;8
01/12/2021;BE_WLX;6;27;12;-19;-24;7
02/12/2021;BE_WLX;6;38;14;-16;-19;8
03/12/2021;BE_WLX;7;37;11;-15;-22;9
04/12/2021;BE_WLX;-3;27;10;-32;-1;5
05/12/2021;BE_WLX;-10;19;19;-28;-11;4
06/12/2021;BE_WLX;4;29;32;-16;-24;8
07/12/2021;BE_WLX;10;30;32;-12;-21;7
08/12/2021;BE_WLX;5;23;20;-17;-23;7
09/12/2021;BE_WLX;6;32;14;-17;-18;8
10/12/2021;BE_WLX;0;27;17;-19;-23;10
11/12/2021;BE_WLX;2;25;42;-30;2;4
12/12/2021;BE_WLX;9;31;31;-26;-7;4
13/12/2021;BE_WLX;5;29;35;-16;-21;8
14/12/2021;BE_WLX;13;30;31;-13;-19;7
15/12/2021;BE_WLX;11;28;28;-16;-21;6
16/12/2021;BE_WLX;15;38;30;-11;-17;7
17/12/2021;BE_WLX;14;36;29;-12;-20;8
18/12/2021;BE_WLX;4;28;39;-24;2;3
19/12/2021;BE_WLX;15;57;38;-23;0;3
20/12/2021;BE_WLX;31;47;50;-19;-30;9
21/12/2021;BE_WLX;40;54;61;-15;-30;8
22/12/2021;BE_WLX;34;57;36;-22;-32;7
23/12/2021;BE_WLX;45;93;41;-18;-33;9
24/12/2021;BE_WLX;-1;58;11;-37;-55;14
25/12/2021;BE_WLX;-78;-87;-2;-55;-57;6
26/12/2021;BE_WLX;-13;38;55;-31;-24;5
27/12/2021;BE_WLX;36;60;146;-30;-61;16
28/12/2021;BE_WLX;44;61;157;-28;-59;16
29/12/2021;BE_WLX;31;53;125;-34;-58;13
30/12/2021;BE_WLX;40;97;115;-27;-57;15
31/12/2021;BE_WLX;-8;60;86;-39;-63;17
01/01/2022;BE_WLX;-72;-84;37;-48;-53;6
02/01/2022;BE_WLX;-9;48;65;-25;-12;4
03/01/2022;BE_WLX;20;45;63;-31;-51;15
04/01/2022;BE_WLX;19;40;76;-31;-46;14
05/01/2022;BE_WLX;10;29;68;-30;-44;12
06/01/2022;BE_WLX;13;37;70;-27;-41;14
07/01/2022;BE_WLX;-5;21;18;-36;-43;17
08/01/2022;BE_WLX;-11;13;0;-32;-6;8
09/01/2022;BE_WLX;-5;20;32;-16;-5;6
10/01/2022;BE_WLX;-3;29;18;-17;-21;8
11/01/2022;BE_WLX;6;25;32;-13;-21;8
12/01/2022;BE_WLX;-1;19;21;-18;-22;8
13/01/2022;BE_WLX;1;27;30;-12;-18;8
14/01/2022;BE_WLX;-2;28;18;-14;-20;10
15/01/2022;BE_WLX;-6;20;26;-21;1;5
16/01/2022;BE_WLX;-13;23;13;-21;-8;6
17/01/2022;BE_WLX;-4;25;29;-15;-22;8
18/01/2022;BE_WLX;1;26;39;-10;-22;8
19/01/2022;BE_WLX;-4;22;18;-19;-24;8
20/01/2022;BE_WLX;-4;25;20;-13;-20;9
21/01/2022;BE_WLX;-6;24;9;-22;-23;11
22/01/2022;BE_WLX;-7;22;10;-28;-2;7
23/01/2022;BE_WLX;-11;22;27;-29;-12;6
24/01/2022;BE_WLX;2;30;51;-14;-25;9
25/01/2022;BE_WLX;0;29;41;-14;-25;9
26/01/2022;BE_WLX;-5;22;16;-18;-26;8
27/01/2022;BE_WLX;-3;31;20;-16;-23;10
28/01/2022;BE_WLX;1;28;12;-22;-26;11
29/01/2022;BE_WLX;-3;22;3;-28;-4;6
30/01/2022;BE_WLX;5;24;60;-22;-9;4
31/01/2022;BE_WLX;-1;27;19;-17;-25;9
01/02/2022;BE_WLX;-4;26;22;-18;-23;9
02/02/2022;BE_WLX;-2;25;20;-18;-24;8
03/02/2022;BE_WLX;-1;27;31;-15;-20;9
04/02/2022;BE_WLX;-3;24;12;-18;-22;10
05/02/2022;BE_WLX;0;24;36;-24;-1;5
06/02/2022;BE_WLX;-19;9;-15;-34;-10;6
07/02/2022;BE_WLX;3;31;59;-12;-20;7
08/02/2022;BE_WLX;3;27;43;-11;-20;7
09/02/2022;BE_WLX;7;25;63;-10;-21;5
10/02/2022;BE_WLX;3;28;23;-13;-19;7
11/02/2022;BE_WLX;5;30;34;-9;-19;7
12/02/2022;BE_WLX;4;25;58;-21;2;3
13/02/2022;BE_WLX;13;30;82;-7;0;2
14/02/2022;BE_WLX;18;35;50;-15;-19;6
15/02/2022;BE_WLX;5;23;55;-12;-18;6
16/02/2022;BE_WLX;0;19;21;-15;-21;6
17/02/2022;BE_WLX;2;26;32;-12;-15;6
18/02/2022;BE_WLX;-7;19;2;-18;-19;10
19/02/2022;BE_WLX;-1;23;25;-28;3;3
20/02/2022;BE_WLX;-9;18;-2;-25;-5;4
21/02/2022;BE_WLX;-5;23;25;-17;-17;7
22/02/2022;BE_WLX;2;28;39;-13;-16;6
23/02/2022;BE_WLX;5;24;60;-11;-19;4
24/02/2022;BE_WLX;1;29;32;-15;-13;6
25/02/2022;BE_WLX;2;33;28;-12;-16;6
26/02/2022;BE_WLX;1;27;77;-14;2;1
27/02/2022;BE_WLX;22;36;138;-5;-6;0
28/02/2022;BE_WLX;18;40;153;-17;-35;7
01/03/2022;BE_WLX;17;40;119;-17;-33;7
02/03/2022;BE_WLX;10;27;117;-19;-32;5
03/03/2022;BE_WLX;17;39;136;-14;-30;6
04/03/2022;BE_WLX;12;36;101;-14;-33;8
05/03/2022;BE_WLX;4;27;105;-4;-1;1
06/03/2022;BE_WLX;21;48;117;4;-3;0
07/03/2022;BE_WLX;1;36;65;-12;-16;5
08/03/2022;BE_WLX;6;35;65;-9;-15;4
09/03/2022;BE_WLX;4;27;68;-10;-17;4
10/03/2022;BE_WLX;3;32;70;-9;-12;4
11/03/2022;BE_WLX;4;33;51;-11;-15;6
12/03/2022;BE_WLX;-2;23;51;-16;3;2
13/03/2022;BE_WLX;10;36;68;-11;-4;2
14/03/2022;BE_WLX;0;29;72;-11;-16;5
15/03/2022;BE_WLX;0;30;55;-11;-16;6
